qid2_n,freq_qid2
68909,12
35637,12
2291,12
5724,12
55578,12
96810,12
141154,12
95764,12
28399,12
87658,12
11435,12
114148,12
10248,12
24862,12
60362,12
16787,12
57405,12
13249,12
28236,12
158630,12
28378,12
56578,12
13753,12
21446,12
24198,12
24164,12
28517,12
1440,12
11092,12
32800,12
184466,12
1249,12
13595,12
141445,12
37169,12
12638,12
22638,12
58271,12
20437,12
46402,12
46385,12
26704,12
48494,12
408,12
9661,12
46260,12
42330,12
27366,12
7167,12
1347,12
26185,12
9697,12
24271,12
44584,12
70899,12
46199,12
93475,12
14677,12
3252,12
18858,12
146824,12
23659,12
60704,12
48588,12
1203,12
109328,12
5313,12
21754,12
21768,12
170573,12
31406,12
10370,12
47020,12
21896,12
59657,12
2091,12
34426,12
22016,12
56262,12
47950,12
14409,12
45261,12
1182,12
49494,12
2168,12
22473,12
17966,12
1033,12
84951,12
118,12
59997,12
95103,12
40059,12
108804,12
22444,12
27003,12
71398,12
17729,12
6110,11
6118,11
76565,11
20431,11
6306,11
3473,11
66488,11
103306,11
105881,11
47507,11
63589,11
15731,11
54189,11
7295,11
6070,11
33072,11
77638,11
69248,11
60781,11
134892,11
45392,11
52116,11
71880,11
985,11
6929,11
11033,11
5987,11
3668,11
50535,11
68878,11
33633,11
83674,11
35066,11
178548,11
37113,11
2682,11
77758,11
35905,11
32536,11
60896,11
37467,11
123700,11
145489,11
43676,11
2712,11
3133,11
5806,11
43745,11
7201,11
41844,11
10433,11
54137,11
69975,11
15625,11
18953,11
8014,11
15273,11
13301,11
21116,11
24397,11
2930,11
7974,11
87914,11
36303,11
24334,11
19103,11
60210,11
24184,11
7632,11
49877,11
76210,11
153687,11
45081,11
41597,11
21750,11
112586,11
101031,11
14927,11
82963,11
35921,11
108634,11
71137,11
99289,11
20940,11
99421,11
883,11
65422,11
15596,11
66448,11
47579,11
36806,11
20569,11
88306,11
71605,11
22111,11
33427,11
36634,11
98683,11
87587,11
10495,11
8255,11
118354,11
54020,11
83234,11
81454,11
67400,11
64069,11
44860,11
20941,11
20949,11
63802,11
100488,11
33634,11
71673,11
36475,11
24472,11
1374,11
114094,11
6367,11
64192,11
35076,11
13756,11
79403,11
620,11
11263,11
124625,11
27899,11
43757,11
122685,11
39841,11
28885,11
31073,11
84950,11
27841,11
55619,11
18777,11
31473,11
30978,11
102920,11
17244,11
102886,11
107191,11
1810,11
52112,11
24396,11
19254,11
80025,11
16624,11
85201,11
1595,11
50767,11
115593,11
11443,11
11729,11
30796,11
116988,11
108296,11
1978,11
103810,11
214,11
11881,11
28305,11
29281,11
4495,11
43605,11
85708,11
65685,11
9792,11
238,11
10958,11
18158,11
54218,11
110157,11
9708,11
28111,11
5882,11
11070,11
74521,11
28064,11
138620,11
18629,11
18656,11
28817,11
320,11
56527,11
84081,11
66619,11
82166,11
19032,11
69560,11
51754,11
5290,11
62064,11
24861,11
110389,11
9186,11
47296,11
61315,11
52837,11
10565,11
40353,11
17698,11
4265,11
27079,11
44135,11
22341,11
17683,11
73571,11
120863,11
29961,11
29882,11
55854,11
19699,11
106701,11
61088,11
3775,11
48953,11
9246,11
5247,11
18974,11
95577,11
1694,11
260339,11
23084,11
177,11
123003,10
65246,10
36228,10
6668,10
6892,10
17545,10
100882,10
130883,10
46840,10
21470,10
36054,10
82970,10
32,10
60104,10
117775,10
11342,10
73943,10
29664,10
63316,10
21821,10
6680,10
62149,10
1693,10
88601,10
108957,10
36244,10
885,10
88971,10
6932,10
152316,10
6776,10
59852,10
22306,10
17259,10
67070,10
59735,10
241356,10
45580,10
17210,10
17747,10
967,10
22437,10
5855,10
50868,10
22171,10
35958,10
35944,10
14963,10
70505,10
19753,10
50553,10
45751,10
113000,10
159150,10
49764,10
17137,10
62194,10
110220,10
4291,10
6542,10
103807,10
18819,10
47477,10
46561,10
19068,10
155895,10
5877,10
75338,10
5745,10
18926,10
3297,10
20183,10
15756,10
37166,10
18918,10
38339,10
4121,10
121115,10
18877,10
60729,10
6016,10
76309,10
20333,10
52070,10
19145,10
157291,10
27078,10
40995,10
83731,10
37803,10
126186,10
41054,10
5556,10
193944,10
5558,10
37728,10
109843,10
44984,10
193889,10
9835,10
46329,10
5664,10
15936,10
16346,10
126678,10
372,10
17867,10
75506,10
15851,10
39460,10
74700,10
85864,10
20870,10
85810,10
52550,10
38068,10
75005,10
9143,10
4834,10
6728,10
8268,10
9739,10
74355,10
39316,10
15289,10
62340,10
57662,10
63096,10
21154,10
52542,10
45893,10
104720,10
37130,10
46716,10
36677,10
177796,10
6699,10
62919,10
70660,10
16644,10
6120,10
73672,10
67971,10
102945,10
87301,10
11858,10
74583,10
47589,10
158040,10
46045,10
36759,10
6202,10
36709,10
4494,10
36669,10
29371,10
5672,10
10377,10
9698,10
24297,10
28112,10
2940,10
33933,10
56644,10
93433,10
166633,10
13373,10
57663,10
57053,10
2606,10
148427,10
24735,10
11358,10
30835,10
114105,10
26274,10
13131,10
134619,10
56615,10
8827,10
58718,10
196439,10
69886,10
11804,10
145334,10
64808,10
31683,10
97316,10
28602,10
28537,10
71528,10
34185,10
30681,10
56258,10
2704,10
48099,10
61456,10
24180,10
26197,10
21555,10
98771,10
1564,10
106365,10
4017,10
42448,10
91511,10
76078,10
7445,10
33190,10
27568,10
91597,10
1474,10
79955,10
64378,10
80992,10
49438,10
25622,10
27759,10
6261,10
13650,10
12524,10
31451,10
27391,10
79801,10
1396,10
55024,10
30908,10
54361,10
69024,10
2195,10
81269,10
30975,10
117169,10
33379,10
80722,10
8301,10
30947,10
26095,10
30949,10
72439,10
35026,10
53587,10
23014,10
92882,10
8533,10
93105,10
8975,10
53415,10
9164,10
10814,10
11888,10
30142,10
48501,10
23028,10
82201,10
23193,10
26547,10
26786,10
45326,10
26729,10
79395,10
26881,10
76613,10
32296,10
7333,10
54721,10
10437,10
2210,10
64530,10
34937,10
55744,10
46005,10
6653,10
22873,10
12012,10
29594,10
44318,10
66094,10
35930,10
54731,10
2049,10
10235,10
7365,10
10098,10
34656,10
73487,10
17979,10
65235,10
168598,10
2567,10
10012,10
115373,10
59096,10
1126,10
23424,10
131997,10
57107,10
7616,10
12178,10
135394,10
15272,10
17537,10
10034,10
30340,10
9952,10
95657,10
76763,10
42070,10
1171,10
118915,10
59893,10
10062,10
93284,10
80074,9
5245,9
86107,9
74694,9
5109,9
38063,9
27662,9
93535,9
85972,9
38520,9
27437,9
5791,9
137461,9
51753,9
18893,9
173210,9
38477,9
10838,9
54842,9
31517,9
23027,9
19179,9
82649,9
97131,9
19104,9
125218,9
23639,9
93493,9
93146,9
38395,9
38296,9
11920,9
34601,9
65988,9
4119,9
9396,9
37759,9
37175,9
172861,9
30507,9
50822,9
30684,9
4346,9
65254,9
50619,9
171,9
78756,9
18154,9
28688,9
17052,9
303114,9
18204,9
62251,9
1248,9
39684,9
18273,9
18277,9
51949,9
21087,9
47300,9
104112,9
94939,9
54836,9
1002,9
62004,9
171286,9
23717,9
40092,9
10524,9
140185,9
122312,9
78867,9
48541,9
95333,9
1202,9
104189,9
63262,9
10696,9
39978,9
29225,9
94752,9
55686,9
4285,9
94560,9
4509,9
8273,9
6103,9
11393,9
172680,9
16730,9
18711,9
56801,9
16667,9
142825,9
4951,9
38699,9
9593,9
56842,9
51468,9
11507,9
5010,9
31121,9
31164,9
7800,9
318387,9
5044,9
78471,9
74513,9
18344,9
38051,9
18345,9
11175,9
30653,9
18364,9
11396,9
9849,9
5246,9
28277,9
18483,9
55375,9
56699,9
74317,9
56706,9
16832,9
18533,9
39138,9
103384,9
18541,9
124097,9
16280,9
12252,9
83920,9
90124,9
7799,9
14992,9
30859,9
6638,9
36011,9
13611,9
3623,9
23881,9
7766,9
23707,9
23982,9
76909,9
88319,9
14937,9
13817,9
129580,9
23574,9
53547,9
6772,9
6782,9
15003,9
66653,9
37534,9
15220,9
175082,9
133237,9
6390,9
49402,9
36360,9
86109,9
13317,9
1779,9
148775,9
24305,9
163869,9
21215,9
75895,9
53730,9
34123,9
13556,9
52660,9
24009,9
34173,9
15063,9
53534,9
23428,9
6788,9
7339,9
63604,9
14197,9
113583,9
22122,9
22389,9
76371,9
7110,9
82448,9
165255,9
22450,9
14778,9
59638,9
89353,9
82436,9
156385,9
99917,9
88621,9
59550,9
63524,9
59586,9
151042,9
14168,9
22186,9
59698,9
21970,9
35697,9
21983,9
13910,9
176739,9
59223,9
5138,9
6938,9
2508,9
1885,9
23283,9
3737,9
63682,9
7496,9
14678,9
14027,9
44346,9
7251,9
59404,9
8121,9
36519,9
27019,9
15897,9
5726,9
113938,9
60209,9
19968,9
5742,9
5758,9
74482,9
126866,9
26363,9
67645,9
84312,9
12348,9
54365,9
92145,9
62840,9
11887,9
20132,9
5895,9
12516,9
64891,9
162428,9
15924,9
4379,9
13526,9
37960,9
18108,9
136017,9
9017,9
1448,9
106353,9
26826,9
62728,9
102278,9
92885,9
86825,9
145009,9
87157,9
16029,9
26695,9
168550,9
9844,9
5637,9
10942,9
98007,9
6171,9
91973,9
37164,9
177746,9
25262,9
81165,9
36801,9
73885,9
25160,9
128072,9
33293,9
9732,9
81268,9
52215,9
12602,9
87551,9
13059,9
91159,9
8238,9
56840,9
15408,9
81385,9
24272,9
20957,9
83348,9
27802,9
36872,9
36876,9
75422,9
5980,9
66286,9
91889,9
25801,9
178096,9
8554,9
77556,9
54202,9
226288,9
37031,9
12792,9
5358,9
20385,9
12804,9
20399,9
54175,9
12397,9
8440,9
26703,9
84974,9
50138,9
50588,9
49696,9
42575,9
43190,9
107567,9
117726,9
45535,9
49867,9
70873,9
72496,9
2077,9
68603,9
35359,9
82406,9
70897,9
29354,9
49500,9
109315,9
44780,9
242155,9
69013,9
239825,9
108656,9
109145,9
2531,9
70760,9
3118,9
183104,9
46707,9
47683,9
40526,9
106451,9
46195,9
184259,9
45335,9
10813,9
45052,9
118953,9
106443,9
41243,9
1864,9
68880,9
185591,9
73449,9
180256,9
112908,9
88883,9
2817,9
41625,9
1544,9
106959,9
474,9
29700,9
73050,9
73229,9
106800,9
20948,9
5523,9
2907,9
49978,9
43264,9
42678,9
46266,9
46022,9
47461,9
16786,9
46919,9
2816,9
500,9
65881,9
50380,9
69172,9
50136,9
72987,9
105503,9
643,9
33302,9
70112,9
8244,9
188755,9
120150,9
69985,9
30125,9
14063,9
3374,9
113143,9
69793,9
17138,9
2619,9
43042,9
45436,9
160,9
17589,9
42845,9
19119,9
236776,9
11476,9
105769,9
86971,8
101826,8
52158,8
4627,8
26072,8
5867,8
64334,8
12966,8
102885,8
20173,8
105306,8
52124,8
31340,8
106876,8
52188,8
15825,8
31286,8
37193,8
131785,8
15781,8
52212,8
224480,8
23506,8
162886,8
25819,8
52020,8
36836,8
25776,8
1514,8
56112,8
3480,8
9283,8
63597,8
20528,8
7059,8
128138,8
83349,8
296775,8
49223,8
67426,8
18276,8
31726,8
177899,8
13027,8
6104,8
49197,8
50910,8
60797,8
55075,8
62858,8
87006,8
25977,8
575,8
31410,8
1542,8
92133,8
91902,8
87071,8
155654,8
60739,8
6044,8
3391,8
155476,8
75550,8
20372,8
20383,8
137119,8
55263,8
5858,8
19214,8
19251,8
86321,8
47316,8
125409,8
53143,8
38202,8
27138,8
3750,8
5308,8
67852,8
144383,8
30527,8
19375,8
1214,8
57305,8
55463,8
1700,8
48491,8
5408,8
105097,8
125268,8
400,8
46466,8
19240,8
27219,8
41197,8
84031,8
1782,8
102902,8
91139,8
43359,8
201055,8
38146,8
248262,8
51564,8
30183,8
30224,8
14962,8
76174,8
38417,8
5167,8
55618,8
38385,8
30253,8
63765,8
27370,8
9016,8
93292,8
144085,8
44244,8
33119,8
43700,8
92860,8
21367,8
55300,8
71020,8
173,8
30449,8
178521,8
17965,8
108125,8
15970,8
44704,8
181673,8
5555,8
57706,8
96762,8
52066,8
75229,8
31104,8
56337,8
1292,8
109999,8
12407,8
20003,8
110075,8
80713,8
30896,8
16049,8
172592,8
83788,8
19586,8
65730,8
26766,8
178850,8
92716,8
2401,8
55373,8
50229,8
5520,8
16143,8
44398,8
16055,8
19629,8
98237,8
120686,8
57518,8
168520,8
33069,8
111385,8
175695,8
92551,8
48424,8
15549,8
3394,8
71761,8
33032,8
45590,8
919,8
22175,8
76512,8
7254,8
49716,8
41939,8
22198,8
21469,8
213133,8
76554,8
58857,8
7341,8
3106,8
14529,8
99834,8
34861,8
113742,8
59682,8
149543,8
17316,8
66152,8
22443,8
90615,8
33028,8
36653,8
52743,8
45722,8
119331,8
76310,8
7024,8
67028,8
24918,8
88506,8
153117,8
197365,8
22508,8
21834,8
13323,8
54267,8
14887,8
21882,8
54251,8
14789,8
24203,8
236946,8
53192,8
48134,8
13417,8
13248,8
105997,8
108926,8
64885,8
54686,8
45623,8
99497,8
71505,8
36472,8
133107,8
113320,8
22897,8
33840,8
92050,8
66696,8
99387,8
23314,8
77112,8
113460,8
42165,8
7927,8
63680,8
1097,8
132707,8
34187,8
7831,8
1075,8
159729,8
1274,8
66525,8
53238,8
22609,8
45490,8
133641,8
33491,8
98721,8
44317,8
34633,8
58999,8
99629,8
164943,8
53953,8
33636,8
13823,8
15766,8
86248,8
8127,8
23598,8
13807,8
1009,8
14296,8
8624,8
34456,8
49639,8
7009,8
6995,8
82855,8
108410,8
45957,8
59796,8
114336,8
32122,8
64236,8
108403,8
97668,8
5729,8
36152,8
32193,8
177221,8
3350,8
6580,8
41617,8
75959,8
229922,8
60179,8
135677,8
36063,8
6585,8
9245,8
67237,8
22197,8
9027,8
114354,8
44754,8
75795,8
6258,8
87432,8
136598,8
598,8
48291,8
101336,8
9190,8
2575,8
9180,8
97443,8
36477,8
163315,8
22372,8
20838,8
25473,8
55922,8
36394,8
41505,8
25457,8
60728,8
4351,8
63034,8
21274,8
48230,8
8678,8
129371,8
35678,8
24758,8
17258,8
63207,8
797,8
15015,8
6872,8
21556,8
18363,8
32638,8
15005,8
129948,8
98169,8
24712,8
21594,8
53202,8
39242,8
6930,8
36243,8
46731,8
75782,8
58150,8
45109,8
8761,8
793,8
54287,8
64141,8
35962,8
205197,8
91206,8
52786,8
8867,8
20826,8
28536,8
8849,8
91111,8
42711,8
36474,8
56331,8
32509,8
10041,8
693,8
8809,8
109245,8
112423,8
71676,8
6802,8
150709,8
13147,8
124848,8
37114,8
55497,8
30129,8
180904,8
28722,8
48831,8
124653,8
39011,8
25818,8
40060,8
35104,8
121569,8
55633,8
10866,8
103028,8
636,8
48610,8
48629,8
62369,8
60740,8
116118,8
18569,8
17399,8
20520,8
11032,8
1194,8
70539,8
28740,8
94183,8
54412,8
161421,8
52873,8
29186,8
5297,8
73719,8
47792,8
160276,8
74652,8
17125,8
39890,8
61581,8
122151,8
51542,8
104738,8
18525,8
184187,8
85476,8
3784,8
11287,8
10820,8
18323,8
184720,8
50465,8
27605,8
103412,8
18091,8
95927,8
71284,8
116238,8
18074,8
245261,8
3857,8
4497,8
55743,8
85526,8
142978,8
17743,8
22295,8
15288,8
74224,8
28255,8
1858,8
55786,8
50783,8
60,8
232,8
121144,8
39998,8
46708,8
79731,8
16663,8
115351,8
10997,8
64908,8
3117,8
10949,8
27369,8
39307,8
18887,8
16990,8
1834,8
4134,8
18302,8
103951,8
43524,8
10721,8
156533,8
115753,8
16573,8
84929,8
4114,8
11425,8
86467,8
62299,8
4000,8
50870,8
62273,8
29274,8
55980,8
2646,8
142106,8
28050,8
18936,8
3992,8
40458,8
62024,8
46801,8
4662,8
161265,8
121194,8
50913,8
61254,8
171309,8
34049,8
11256,8
47115,8
52589,8
39377,8
17185,8
80050,8
14930,8
61615,8
56614,8
69522,8
58717,8
32322,7
73769,7
49350,7
93744,7
90983,7
39513,7
751,7
129831,7
15045,7
56609,7
32319,7
104668,7
60263,7
13028,7
163571,7
53648,7
69999,7
106885,7
48098,7
108480,7
2438,7
67130,7
135589,7
1962,7
36242,7
15098,7
21513,7
79958,7
81413,7
60188,7
79227,7
122959,7
129700,7
2645,7
48866,7
24860,7
65666,7
81404,7
21839,7
35787,7
4465,7
11212,7
229566,7
129639,7
67162,7
105712,7
185,7
21377,7
52814,7
41677,7
21317,7
122887,7
10640,7
46425,7
83062,7
52884,7
85443,7
79863,7
39703,7
6480,7
251578,7
147756,7
15150,7
3308,7
13053,7
13143,7
35906,7
68803,7
43875,7
25202,7
8991,7
29379,7
121451,7
217241,7
5914,7
119982,7
19517,7
91702,7
31844,7
68749,7
87540,7
64335,7
70543,7
3420,7
20772,7
36481,7
79155,7
95441,7
54817,7
211558,7
16072,7
20827,7
25547,7
58083,7
66068,7
12806,7
91628,7
31954,7
13058,7
62970,7
107373,7
36434,7
245591,7
78073,7
189877,7
189223,7
55944,7
87333,7
29608,7
31723,7
192943,7
47585,7
16954,7
186,7
36667,7
80914,7
78036,7
6262,7
211137,7
164702,7
56733,7
25833,7
11373,7
31768,7
17176,7
9171,7
54854,7
678,7
11322,7
15236,7
32126,7
20201,7
25621,7
